age,annual_income,employment_years,credit_history_years,loan_amount,loan_term_months,interest_rate,monthly_debt,debt_to_income,credit_utilization,late_payments_12m,recent_credit_inquiries,existing_loans,savings_balance,home_ownership,loan_purpose,employment_type,region,defaulted
61,35365.59,3.0,37.2,23097.39,12,17.34,1386.32,0.47,0.435,1,1,4,17357.99,mortgage,debt_consolidation,self_employed,southeast,1
38,42547.26,4.2,21.7,5318.76,24,15.95,1076.68,0.304,0.266,5,1,3,7666.64,mortgage,debt_consolidation,salaried,northeast,0
45,40290.05,13.0,22.5,23368.35,36,8.87,845.79,0.252,0.432,0,1,1,17202.56,rent,debt_consolidation,self_employed,north,0
41,30605.04,10.0,17.1,22726.11,48,13.49,1120.82,0.439,0.359,0,0,5,8366.44,rent,home_improvement,salaried,northeast,0
64,40949.41,5.1,40.0,17349.14,24,13.73,1533.83,0.449,0.466,2,3,4,8679.14,rent,home_improvement,salaried,midwest,1
35,88295.31,7.6,13.6,31246.08,60,15.26,1663.13,0.226,0.391,2,1,5,38141.19,mortgage,debt_consolidation,salaried,northeast,0
49,30835.85,7.1,32.3,15469.57,60,9.96,233.08,0.091,0.267,1,3,4,7306.2,rent,debt_consolidation,salaried,southeast,0
26,41199.25,0.0,1.0,25830.26,48,8.81,2027.94,0.591,0.338,1,1,3,24459.21,mortgage,home_improvement,self_employed,midwest,1
61,58586.94,2.9,37.3,15898.08,24,16.68,2381.83,0.488,0.136,2,2,2,22278.39,mortgage,debt_consolidation,salaried,southeast,0
39,55765.26,6.3,23.4,15499.5,36,8.06,876.43,0.189,0.46,2,1,3,18563.77,mortgage,education,salaried,north,0
37,34714.78,5.1,12.4,17444.95,12,13.52,1115.1,0.385,0.367,2,1,4,12175.24,rent,debt_consolidation,salaried,southeast,1
48,18000.0,7.5,25.3,12818.24,48,13.13,601.91,0.401,0.85,1,2,5,0.0,own,debt_consolidation,salaried,northeast,1
44,42916.65,11.0,18.7,13219.07,36,13.98,529.43,0.148,0.625,0,1,3,14161.76,own,debt_consolidation,salaried,southeast,0
61,18000.0,5.2,39.8,6432.4,24,15.56,275.24,0.183,0.405,0,1,4,0.0,rent,debt_consolidation,salaried,southeast,0
46,64047.07,2.3,26.6,47766.31,24,21.21,3184.32,0.597,0.065,2,1,5,19737.33,own,debt_consolidation,salaried,midwest,0
45,37092.83,7.8,25.5,8569.18,48,7.78,1095.25,0.354,0.178,1,1,3,13104.48,mortgage,debt_consolidation,salaried,midwest,0
26,52568.01,5.2,5.4,8857.18,48,18.18,803.32,0.183,0.643,3,1,4,30799.58,rent,debt_consolidation,salaried,north,0
22,23649.88,5.9,1.0,11625.0,36,5.5,1006.48,0.511,0.441,2,1,1,12659.49,mortgage,home_improvement,salaried,northeast,1
40,18000.0,5.3,16.3,2500.0,36,20.35,501.16,0.334,0.362,1,0,5,5020.61,rent,small_business,contract,southeast,1
68,38542.5,15.5,40.0,9006.34,48,5.92,1364.22,0.425,0.654,2,3,5,15488.87,own,small_business,salaried,southeast,1
65,34060.26,0.0,40.0,17438.57,48,24.73,683.05,0.241,0.591,0,2,2,5292.26,own,medical,salaried,south,0
51,28100.79,4.9,29.6,15047.77,48,12.86,260.56,0.111,0.434,1,1,5,6238.84,mortgage,education,salaried,south,0
51,35794.79,6.5,16.7,15805.83,36,19.92,504.32,0.169,0.382,1,1,4,0.0,mortgage,debt_consolidation,salaried,south,0
39,110450.54,3.4,19.5,39956.73,36,19.05,5572.6,0.605,0.41,2,4,1,9468.02,mortgage,home_improvement,salaried,southeast,0
29,49045.35,10.1,8.5,23689.13,48,12.67,1703.25,0.417,0.307,1,1,5,23564.69,mortgage,education,contract,north,0
21,53679.66,9.8,1.0,28199.7,24,12.99,2365.42,0.529,0.302,0,1,3,31922.31,mortgage,small_business,salaried,southeast,0
37,49239.6,6.3,12.1,30833.53,36,10.98,375.95,0.092,0.343,2,2,0,12596.18,mortgage,debt_consolidation,salaried,midwest,0
36,64303.81,5.4,19.2,39831.9,12,17.81,2643.69,0.493,0.439,1,1,0,6861.4,own,education,contract,northeast,1
30,31893.9,6.1,3.2,17185.21,36,12.72,908.64,0.342,0.457,1,1,3,0.0,mortgage,debt_consolidation,self_employed,northeast,0
33,18000.0,6.1,14.1,12300.6,48,11.06,658.9,0.439,0.061,1,3,3,169.31,rent,home_improvement,salaried,northeast,1
22,31913.8,6.2,1.0,20678.74,24,16.76,727.18,0.273,0.85,2,1,5,18891.21,rent,education,self_employed,north,1
50,48578.14,5.7,27.9,9907.27,36,10.73,1681.08,0.415,0.451,2,1,3,14240.88,rent,medical,salaried,northeast,0
65,22986.99,7.5,40.0,16612.89,12,13.12,190.09,0.099,0.506,2,2,2,9692.75,mortgage,medical,self_employed,southeast,1
54,32078.02,9.5,23.8,21870.72,48,14.95,279.66,0.105,0.218,1,3,1,2700.06,rent,medical,salaried,southeast,0
42,25834.26,1.6,16.5,8323.39,48,11.8,1100.91,0.511,0.72,0,3,3,9356.34,rent,home_improvement,salaried,midwest,1
41,64916.19,2.3,13.6,8615.43,36,12.44,796.37,0.147,0.516,1,2,1,29387.55,own,home_improvement,self_employed,south,0
35,47323.96,0.0,10.0,23685.87,48,20.95,345.27,0.088,0.57,2,3,4,0.0,own,debt_consolidation,contract,northeast,0
27,45417.24,10.0,6.0,17994.45,12,13.64,2167.64,0.573,0.396,0,1,0,21799.21,mortgage,home_improvement,salaried,south,1
49,44849.72,7.5,23.2,26561.21,48,12.99,834.9,0.223,0.633,1,0,4,22703.48,mortgage,education,salaried,midwest,0
48,34008.14,8.5,19.6,15320.6,48,13.76,1117.98,0.394,0.288,1,1,1,0.0,mortgage,debt_consolidation,contract,south,1
21,37532.92,0.8,1.0,6312.62,12,16.41,1667.13,0.533,0.937,0,0,1,1026.92,mortgage,debt_consolidation,salaried,south,1
40,20998.84,13.6,8.9,5756.9,60,10.16,844.84,0.483,0.122,0,2,5,6547.11,rent,medical,salaried,north,0
34,18000.0,4.1,7.2,12167.82,12,16.29,157.77,0.105,0.277,1,1,2,8043.64,mortgage,debt_consolidation,salaried,south,0
29,36791.94,7.2,5.0,5288.64,36,15.57,1174.01,0.383,0.128,2,2,4,24145.83,mortgage,debt_consolidation,self_employed,southeast,0
54,39579.87,9.9,29.9,23118.68,24,6.99,1228.86,0.373,0.604,1,2,2,0.0,mortgage,medical,salaried,northeast,0
46,57405.25,2.6,22.4,17446.86,48,22.04,1287.04,0.269,0.446,3,1,5,24983.43,mortgage,home_improvement,contract,southeast,0
51,66833.59,4.3,33.6,27078.5,12,20.64,2711.91,0.487,0.457,1,1,0,34749.25,rent,medical,salaried,southeast,0
55,66796.06,7.2,32.4,30361.04,12,11.14,3342.94,0.601,0.569,1,3,2,36346.86,rent,debt_consolidation,salaried,northeast,0
68,22716.12,17.9,40.0,6304.89,36,9.79,301.9,0.159,0.504,0,3,0,0.0,own,debt_consolidation,self_employed,southeast,0
59,29793.59,7.7,37.9,15812.51,60,15.46,393.33,0.158,0.499,0,2,3,17169.18,rent,debt_consolidation,salaried,south,0
50,42266.09,12.9,25.5,23536.66,24,8.51,1679.22,0.477,0.691,2,2,4,17104.23,rent,debt_consolidation,salaried,northeast,0
63,100047.46,11.3,39.9,17366.99,36,20.23,2712.83,0.325,0.152,2,3,2,39902.34,mortgage,home_improvement,contract,southeast,0
43,64321.01,8.0,16.5,22870.88,36,12.53,2730.52,0.509,0.633,4,1,5,0.0,rent,education,contract,southeast,1
68,55278.91,2.5,40.0,32556.94,48,21.31,719.46,0.156,0.465,2,3,4,8440.23,mortgage,home_improvement,self_employed,northeast,0
57,29352.38,10.7,33.2,16866.81,24,11.04,248.33,0.102,0.89,0,3,5,2762.15,rent,home_improvement,salaried,north,1
52,23838.48,0.5,35.2,11039.6,36,14.03,907.62,0.457,0.724,3,1,5,13551.12,own,debt_consolidation,self_employed,southeast,1
64,48114.62,12.9,32.9,29346.79,60,19.82,2474.47,0.617,0.502,1,0,5,25360.05,rent,education,salaried,southeast,0
45,21757.68,7.3,22.6,4086.45,24,13.14,237.87,0.131,0.176,1,1,2,14193.64,rent,debt_consolidation,salaried,north,0
55,31252.57,0.0,32.4,6077.78,36,15.64,1423.93,0.547,0.176,2,2,5,8369.42,mortgage,debt_consolidation,salaried,midwest,0
34,32918.6,5.1,12.5,17585.72,48,19.09,790.2,0.288,0.187,1,1,3,19390.46,rent,medical,salaried,north,0
67,67441.99,9.1,40.0,37551.72,24,12.16,500.57,0.089,0.702,0,3,0,40534.46,rent,medical,salaried,southeast,0
50,29763.17,5.6,20.1,18844.61,36,9.2,881.52,0.355,0.628,0,1,0,0.0,rent,debt_consolidation,salaried,north,1
58,18000.0,9.4,28.8,4212.96,24,8.37,345.87,0.231,0.28,2,2,2,2568.96,rent,debt_consolidation,salaried,midwest,0
43,42696.27,3.1,18.0,19024.01,48,16.95,1616.9,0.454,0.343,1,1,3,21543.53,mortgage,small_business,self_employed,southeast,1
62,25755.69,1.3,39.5,13813.39,60,16.13,505.3,0.235,0.306,1,0,0,9573.46,own,home_improvement,contract,northeast,0
24,35168.46,6.2,1.0,9176.53,36,18.96,996.79,0.34,0.401,3,2,3,3266.95,rent,medical,salaried,southeast,1
26,33309.04,6.6,2.7,14844.66,36,13.35,522.69,0.188,0.719,0,5,4,14601.36,mortgage,home_improvement,contract,south,1
45,30793.05,5.1,22.9,16080.76,36,8.49,1352.78,0.527,0.322,0,2,4,4457.28,mortgage,debt_consolidation,self_employed,northeast,0
56,48143.58,11.4,31.5,12281.58,12,5.5,2325.87,0.58,0.348,2,0,5,17139.74,rent,small_business,self_employed,southeast,1
59,18145.84,3.1,38.0,6470.9,24,26.55,450.32,0.298,0.101,0,0,2,9942.3,mortgage,debt_consolidation,contract,north,0
42,27801.74,7.8,17.9,7125.4,12,16.71,746.93,0.322,0.292,0,2,0,4147.65,own,home_improvement,salaried,north,0
52,46041.38,6.8,28.1,31715.79,12,15.07,2342.93,0.611,0.648,1,2,5,991.58,rent,small_business,self_employed,north,1
47,26691.07,0.3,21.3,7184.79,36,15.67,348.64,0.157,0.073,3,1,3,12225.99,rent,medical,salaried,southeast,0
67,18000.0,1.2,40.0,3530.26,12,8.49,774.98,0.517,0.457,0,1,3,8486.51,rent,debt_consolidation,contract,northeast,1
52,45742.96,6.5,25.8,6502.26,12,11.16,1472.66,0.386,0.363,0,1,3,8506.88,mortgage,small_business,salaried,north,0
41,55364.83,14.4,22.1,8211.75,36,21.82,2563.38,0.556,0.635,0,1,2,18631.28,own,debt_consolidation,self_employed,southeast,0
67,33897.69,8.8,40.0,8159.15,24,17.27,672.05,0.238,0.595,2,4,0,10808.28,rent,medical,salaried,northeast,1
26,18000.0,0.0,5.4,9057.08,12,11.29,359.89,0.24,0.9,1,0,3,9731.43,rent,debt_consolidation,salaried,southeast,1
68,46467.45,0.0,40.0,6092.78,12,9.35,991.08,0.256,0.296,1,1,5,21695.73,rent,debt_consolidation,salaried,northeast,1
28,18000.0,9.4,1.0,5411.68,24,12.33,150.0,0.1,0.327,1,1,0,2078.73,own,debt_consolidation,salaried,northeast,0
34,39328.14,6.1,15.4,6160.56,36,13.18,562.86,0.172,0.405,2,3,2,6390.97,mortgage,education,salaried,north,0
60,23795.82,11.1,40.0,8906.89,48,23.11,1223.65,0.617,0.384,1,2,5,2706.32,rent,debt_consolidation,salaried,south,1
56,21223.57,3.0,27.4,3196.34,48,13.71,379.25,0.214,0.216,0,1,2,1988.81,rent,small_business,contract,midwest,0
67,28692.69,7.9,40.0,14425.29,48,9.5,217.0,0.091,0.704,1,1,0,0.0,rent,debt_consolidation,self_employed,southeast,0
56,31984.77,9.9,33.8,17710.2,36,14.25,614.14,0.23,0.482,1,1,5,12848.62,own,education,salaried,northeast,0
51,26355.51,4.7,32.6,15305.77,60,15.61,660.05,0.301,0.221,0,2,0,11695.57,mortgage,medical,self_employed,north,0
37,44234.28,4.8,10.3,11560.03,36,9.12,1385.29,0.376,0.461,2,1,1,4806.56,rent,debt_consolidation,salaried,midwest,0
21,28642.61,6.6,1.0,19109.07,36,16.19,279.33,0.117,0.299,1,2,2,15493.74,own,small_business,contract,north,0
26,52139.61,8.7,1.0,28931.31,36,19.58,2202.17,0.507,0.36,0,2,2,19911.45,own,home_improvement,self_employed,northeast,1
35,38874.46,6.4,9.6,6052.35,24,15.08,1703.25,0.526,0.7,1,2,2,19287.22,rent,home_improvement,self_employed,northeast,1
22,25771.54,10.4,1.0,10248.9,24,11.15,419.02,0.195,0.373,1,0,4,12887.21,rent,debt_consolidation,salaried,north,0
45,24011.91,4.7,24.4,14495.67,12,12.28,1022.8,0.511,0.285,0,2,3,5246.84,own,debt_consolidation,self_employed,southeast,1
58,18000.0,1.2,38.7,5685.54,48,7.53,412.76,0.275,0.063,1,0,2,6853.96,rent,education,self_employed,midwest,0
67,39030.86,14.4,38.2,14066.02,12,13.94,1003.35,0.308,0.498,1,2,4,6684.55,rent,home_improvement,salaried,northeast,0
44,29764.55,4.1,17.6,15377.86,36,15.81,1452.63,0.586,0.463,1,4,3,15149.81,mortgage,debt_consolidation,salaried,midwest,1
63,18000.0,4.2,40.0,2789.15,48,10.73,842.44,0.562,0.705,0,0,3,3299.12,mortgage,debt_consolidation,contract,south,0
68,27584.24,6.2,40.0,20113.57,36,22.65,649.52,0.283,0.392,0,2,2,9293.59,rent,small_business,contract,south,1
62,23660.58,6.8,40.0,5440.11,12,17.83,677.44,0.344,0.403,1,2,3,3268.53,rent,medical,salaried,southeast,1
43,66955.57,5.0,25.1,9159.75,36,6.97,1309.67,0.235,0.681,1,0,1,16197.11,mortgage,medical,salaried,north,0
36,18000.0,6.4,12.2,2500.0,24,7.06,537.5,0.358,0.411,1,3,2,3824.16,own,education,salaried,south,0
67,18856.87,6.3,40.0,7009.46,60,10.37,704.35,0.448,0.326,0,0,0,9935.63,rent,medical,salaried,northeast,0
32,55060.47,7.2,13.3,37280.32,36,21.11,596.67,0.13,0.201,1,4,0,8870.23,rent,small_business,self_employed,southeast,1
40,61073.94,0.0,23.7,38870.52,48,18.24,2935.18,0.577,0.144,0,0,5,2922.83,mortgage,home_improvement,salaried,northeast,0
24,25263.28,14.0,8.0,17547.59,36,21.32,985.67,0.468,0.485,1,1,4,238.49,rent,small_business,salaried,south,1
59,26490.04,5.9,37.7,12086.95,48,14.54,291.93,0.132,0.18,3,2,1,6176.18,mortgage,medical,salaried,northeast,0
52,44748.75,8.8,29.4,18020.78,48,13.62,2048.2,0.549,0.232,1,1,2,3639.65,rent,debt_consolidation,self_employed,midwest,1
25,18000.0,1.0,5.9,6535.66,12,9.26,722.38,0.482,0.385,1,1,5,5268.94,own,home_improvement,contract,northeast,1
31,18000.0,4.6,5.1,2686.38,24,15.97,373.63,0.249,0.358,0,0,3,5039.09,rent,education,salaried,southeast,0
47,30702.27,3.8,24.3,21276.63,12,13.68,925.09,0.362,0.705,0,1,0,13886.83,rent,debt_consolidation,salaried,midwest,1
46,66234.32,12.4,20.4,28652.37,36,13.51,3005.22,0.544,0.475,1,2,3,18777.7,rent,education,salaried,northeast,0
59,28767.26,4.2,36.8,11699.43,48,21.3,1445.05,0.603,0.102,1,4,5,1510.74,rent,medical,salaried,southeast,1
33,36040.32,9.5,13.5,16021.92,36,13.97,696.12,0.232,0.497,1,3,1,17976.74,mortgage,small_business,salaried,southeast,1
65,55614.07,3.9,40.0,34498.37,36,20.09,1998.87,0.431,0.487,0,1,5,0.0,mortgage,education,salaried,midwest,0
42,83691.41,4.7,24.7,21878.34,60,7.83,3797.73,0.545,0.762,1,0,4,44207.55,own,debt_consolidation,salaried,north,0
60,27111.78,5.5,34.6,15378.82,24,25.79,1386.34,0.614,0.894,2,1,0,4864.37,mortgage,medical,salaried,midwest,1
32,34300.96,11.6,13.2,19475.57,12,12.93,337.83,0.118,0.302,0,0,5,0.0,mortgage,debt_consolidation,salaried,north,0
22,74255.21,0.0,1.0,48653.37,60,17.47,2177.88,0.352,0.614,0,1,3,46611.89,own,debt_consolidation,contract,south,0
23,18227.31,1.2,1.5,2500.0,60,18.14,838.12,0.552,0.26,1,2,1,5968.23,rent,small_business,self_employed,south,0
38,53187.79,0.0,10.2,12092.2,36,12.41,362.14,0.082,0.412,1,1,4,31329.28,mortgage,education,salaried,midwest,0
66,22523.34,2.1,40.0,9386.82,24,17.94,593.32,0.316,0.375,1,2,4,4230.8,mortgage,education,salaried,south,0
23,36063.57,3.3,3.0,23651.95,60,18.16,1188.5,0.395,0.292,2,0,3,10306.47,rent,small_business,salaried,northeast,1
38,31197.71,0.0,13.3,22712.67,48,11.5,947.12,0.364,0.449,0,2,5,7352.89,mortgage,education,salaried,northeast,1
26,23101.09,3.6,1.0,11429.66,36,11.55,915.76,0.476,0.253,1,1,5,5969.18,own,small_business,self_employed,southeast,0
65,22858.93,0.0,34.5,5798.04,24,14.69,219.79,0.115,0.433,1,0,1,11137.0,rent,medical,salaried,southeast,0
53,38796.84,2.4,29.8,9167.24,36,14.01,1629.87,0.504,0.816,1,3,0,87.14,mortgage,debt_consolidation,salaried,southeast,0
57,52476.8,11.3,25.7,27437.48,48,20.35,1018.54,0.233,0.492,4,0,4,14701.56,mortgage,medical,contract,southeast,0
55,32712.44,8.1,33.3,8254.77,48,17.45,1431.4,0.525,0.521,1,2,5,5055.62,rent,medical,salaried,south,1
52,35576.75,7.2,24.1,16665.75,36,14.2,908.76,0.307,0.211,0,2,1,10753.98,rent,medical,salaried,southeast,0
58,43909.81,2.5,39.2,28362.73,36,17.05,377.54,0.103,0.414,3,2,3,0.0,rent,home_improvement,salaried,southeast,0
21,22969.44,0.4,1.0,8397.32,36,5.9,1149.46,0.601,0.303,3,3,3,4896.16,rent,medical,salaried,southeast,1
62,47130.27,1.9,40.0,16893.26,36,11.92,1969.64,0.501,0.783,1,0,2,16926.51,mortgage,debt_consolidation,salaried,northeast,0
56,48733.6,6.3,38.0,6957.62,36,15.71,1087.66,0.268,0.709,4,2,3,23441.06,rent,debt_consolidation,contract,midwest,0
56,103107.05,10.0,30.9,28877.53,12,19.18,1940.26,0.226,0.266,2,1,3,63529.39,mortgage,home_improvement,salaried,south,0
39,29496.78,10.1,21.9,16514.08,12,15.34,978.41,0.398,0.39,3,1,5,2117.09,rent,medical,salaried,northeast,1
59,28498.47,9.0,34.1,9890.29,48,20.62,1456.13,0.613,0.396,0,0,2,9380.85,rent,medical,salaried,northeast,0
39,47713.31,3.5,11.9,10483.97,12,18.15,941.11,0.237,0.201,4,1,0,9102.63,mortgage,home_improvement,salaried,northeast,0
23,48728.71,6.6,2.3,9094.42,12,12.45,2404.22,0.592,0.422,1,3,2,18069.04,mortgage,education,self_employed,north,1
64,27591.51,5.2,40.0,4963.26,60,13.91,594.16,0.258,0.689,1,2,0,6650.31,mortgage,small_business,salaried,northeast,1
32,29163.46,5.7,11.1,15609.86,48,16.22,1118.45,0.46,0.47,1,1,0,2396.2,mortgage,debt_consolidation,contract,northeast,1
25,43359.23,14.6,6.3,21937.67,12,12.62,1033.89,0.286,0.713,2,1,3,18774.49,mortgage,small_business,salaried,north,1
50,24401.86,0.0,27.5,10899.54,24,20.93,256.07,0.126,0.515,2,3,5,0.0,rent,debt_consolidation,self_employed,northeast,1
32,29073.31,5.6,8.5,12652.87,48,9.84,1418.64,0.586,0.473,2,1,0,0.0,rent,small_business,salaried,south,1
62,35869.01,11.3,40.0,7764.79,36,15.83,503.72,0.169,0.14,3,4,2,21108.11,rent,debt_consolidation,salaried,midwest,0
42,52485.61,0.6,11.5,22851.22,36,17.59,2581.13,0.59,0.216,1,2,1,27560.39,mortgage,debt_consolidation,self_employed,southeast,1
21,26797.63,3.9,1.2,4227.61,36,13.18,303.23,0.136,0.334,1,1,2,10409.1,rent,small_business,salaried,northeast,0
66,18000.0,4.4,36.7,12659.23,24,12.24,336.23,0.224,0.32,0,2,3,0.0,mortgage,home_improvement,self_employed,midwest,0
45,18000.0,5.6,26.7,2818.03,48,14.18,865.95,0.577,0.802,0,5,5,3598.82,rent,medical,salaried,northeast,0
33,20354.28,0.1,9.7,7873.52,12,17.91,738.88,0.436,0.537,3,4,5,4426.51,mortgage,education,self_employed,southeast,1
53,19899.89,8.9,24.7,2500.0,36,12.4,302.35,0.182,0.274,2,2,5,9324.82,rent,debt_consolidation,salaried,northeast,0
46,32372.46,9.2,17.9,19917.96,24,10.01,1078.35,0.4,0.654,2,2,2,14536.02,own,education,salaried,midwest,0
22,20966.27,8.5,1.0,4710.85,12,19.33,309.97,0.177,0.642,1,3,4,5354.34,own,debt_consolidation,contract,south,0
57,25715.34,3.0,31.5,18070.09,12,16.18,1183.33,0.552,0.193,0,0,1,4125.86,own,education,salaried,north,0
40,24956.36,6.8,15.1,3686.2,48,18.73,222.34,0.107,0.445,1,1,0,3040.15,mortgage,home_improvement,self_employed,southeast,0
54,28709.6,2.9,33.4,18290.77,24,17.69,875.83,0.366,0.786,1,3,5,9409.59,own,debt_consolidation,contract,northeast,1
63,60201.46,5.2,37.2,32128.42,24,23.66,573.3,0.114,0.196,0,1,5,12083.95,rent,small_business,salaried,southeast,0
50,45616.19,15.1,18.6,12650.9,12,19.18,1730.8,0.455,0.44,0,0,1,22372.74,mortgage,medical,self_employed,northeast,1
53,34779.18,6.9,27.9,8608.7,48,11.46,1696.44,0.585,0.794,1,2,1,16026.34,mortgage,debt_consolidation,contract,north,1
33,28463.25,1.7,7.5,9829.42,36,16.48,1254.22,0.529,0.545,1,0,5,3253.24,mortgage,medical,salaried,northeast,1
32,28797.45,7.2,6.0,18484.91,60,12.16,673.7,0.281,0.359,1,1,2,15989.78,rent,small_business,salaried,south,1
40,39642.36,1.1,23.6,26284.18,36,12.59,686.9,0.208,0.321,1,0,4,14573.2,mortgage,debt_consolidation,salaried,north,0
61,44150.12,1.7,35.9,10173.5,36,8.57,534.79,0.145,0.797,2,1,5,16059.1,own,education,contract,south,0
46,23595.25,2.3,27.6,8085.44,36,13.3,1084.9,0.552,0.133,1,2,3,0.0,mortgage,education,contract,northeast,0
37,35077.74,4.7,16.7,9457.64,12,16.79,361.88,0.124,0.644,2,2,0,2901.63,rent,small_business,contract,southeast,1
58,18000.0,10.2,25.3,3550.77,60,14.22,629.35,0.42,0.448,0,1,3,1279.32,rent,debt_consolidation,salaried,northeast,0
61,37756.76,8.8,39.1,19907.75,60,9.88,875.72,0.278,0.563,3,2,0,11610.35,rent,education,salaried,midwest,0
64,47576.9,8.6,40.0,16076.18,24,8.1,2449.1,0.618,0.522,3,2,4,5232.8,mortgage,education,salaried,south,1
35,30710.85,2.1,6.8,8045.99,36,23.37,907.93,0.355,0.349,0,2,3,16755.08,mortgage,education,contract,southeast,0
55,74083.0,4.3,36.3,49308.06,24,15.87,2323.41,0.376,0.391,0,3,2,14814.69,rent,education,contract,southeast,1
49,23858.12,7.6,28.0,14110.65,36,11.04,1144.51,0.576,0.678,1,1,2,6928.18,own,home_improvement,salaried,southeast,1
42,37847.68,4.0,13.4,22991.31,48,16.44,1903.75,0.604,0.753,0,2,5,21573.65,mortgage,home_improvement,salaried,north,1
40,34028.5,5.4,16.8,4923.7,60,23.69,1120.57,0.395,0.125,0,1,2,13821.97,mortgage,small_business,contract,north,0
26,33119.42,8.3,10.0,23068.74,24,17.11,1407.4,0.51,0.599,1,1,5,7734.55,own,debt_consolidation,contract,northeast,1
34,32924.91,5.1,8.6,15872.61,36,5.5,1159.98,0.423,0.392,1,3,4,17738.93,mortgage,small_business,contract,midwest,1
47,36133.8,7.4,25.8,15804.77,48,25.64,935.85,0.311,0.148,3,1,5,8120.7,own,debt_consolidation,salaried,southeast,0
63,49322.85,12.9,33.1,6247.66,24,6.73,456.03,0.111,0.459,0,1,5,18565.75,own,medical,salaried,north,0
62,61614.3,5.8,40.0,42238.28,36,13.63,2400.81,0.468,0.651,0,0,3,4314.0,rent,debt_consolidation,salaried,southeast,0
30,34511.74,11.2,2.3,15966.89,36,9.74,1317.61,0.458,0.816,1,0,5,13100.28,rent,education,salaried,southeast,1
53,48651.25,8.7,22.0,31129.34,48,11.39,579.84,0.143,0.485,1,1,4,23324.53,own,debt_consolidation,contract,southeast,1
25,25726.01,0.6,5.8,13711.24,60,15.69,437.85,0.204,0.246,1,2,0,9148.08,mortgage,medical,salaried,south,1
53,47653.02,2.1,30.9,29636.22,12,5.8,1887.65,0.475,0.579,2,1,0,8807.28,mortgage,small_business,salaried,northeast,1
37,25083.45,3.2,12.3,13960.12,24,14.12,336.21,0.161,0.253,3,3,4,12580.63,own,home_improvement,contract,southeast,0
42,54615.73,3.1,22.9,38242.33,12,19.32,2062.22,0.453,0.889,0,2,3,9353.77,mortgage,debt_consolidation,salaried,south,1
55,87419.11,6.1,30.8,22908.62,24,10.96,3407.22,0.468,0.512,3,2,5,46775.5,rent,small_business,salaried,northeast,0
41,32817.75,9.0,19.0,8116.59,36,8.66,740.6,0.271,0.172,2,1,3,0.0,rent,home_improvement,self_employed,midwest,0
59,18000.0,11.5,37.1,10240.22,48,13.91,329.13,0.219,0.387,1,2,1,6078.81,own,education,salaried,southeast,1
46,27441.43,7.7,22.8,11961.14,36,13.08,643.6,0.281,0.462,1,0,5,17690.48,own,education,salaried,southeast,1
68,57953.0,4.7,40.0,28829.97,36,12.0,1323.1,0.274,0.232,3,1,2,25000.96,own,education,self_employed,northeast,0
51,43577.33,0.0,27.3,24681.4,36,9.51,1480.87,0.408,0.621,0,1,5,0.0,mortgage,debt_consolidation,salaried,northeast,1
35,38351.3,6.8,14.7,17828.74,24,16.68,1539.42,0.482,0.515,1,1,0,18853.29,rent,debt_consolidation,self_employed,south,0
58,52766.97,6.6,37.5,32517.48,48,17.0,2398.02,0.545,0.448,1,1,0,0.0,rent,home_improvement,contract,northeast,0
40,42339.28,7.2,17.5,13586.1,36,10.02,339.41,0.096,0.922,1,0,0,8947.42,rent,home_improvement,salaried,south,0
46,57609.6,14.9,23.2,38089.4,36,10.61,2267.6,0.472,0.606,1,0,5,4547.45,rent,small_business,salaried,south,0
27,50825.73,11.5,6.0,9546.91,60,15.07,1057.43,0.25,0.657,1,2,0,9311.26,mortgage,small_business,salaried,midwest,0
26,65454.74,9.6,1.5,33998.67,36,10.45,2906.55,0.533,0.365,3,1,4,2306.03,rent,home_improvement,self_employed,north,1
48,40162.71,2.7,33.2,27342.11,24,15.25,404.6,0.121,0.411,2,0,4,12447.18,mortgage,home_improvement,salaried,northeast,0
29,50524.26,4.4,9.3,14106.24,36,20.67,1589.97,0.378,0.4,0,0,5,23544.24,own,home_improvement,salaried,southeast,0
68,30363.81,6.1,40.0,9895.74,36,14.25,952.12,0.376,0.788,2,2,3,5129.39,mortgage,medical,self_employed,north,1
62,26832.97,3.4,40.0,8383.38,36,9.4,573.14,0.256,0.57,1,0,0,10401.5,rent,debt_consolidation,salaried,southeast,0
54,70745.37,8.5,23.7,33638.44,48,16.15,3560.65,0.604,0.034,0,2,0,25187.16,rent,debt_consolidation,salaried,north,0
56,37828.04,7.9,32.9,14378.79,36,13.75,434.2,0.138,0.623,2,3,0,24961.31,rent,debt_consolidation,self_employed,northeast,0
49,48438.48,2.1,25.2,9107.13,36,13.87,620.23,0.154,0.448,1,1,3,25447.01,mortgage,debt_consolidation,salaried,midwest,0
23,36387.14,11.3,2.2,24798.24,48,16.5,1297.51,0.428,0.624,0,2,2,18875.97,own,small_business,contract,south,1
39,27001.92,6.9,16.1,6722.03,36,17.4,804.93,0.358,0.665,1,3,0,15303.86,mortgage,medical,salaried,south,0
44,34704.09,0.0,26.5,15841.39,36,14.65,644.37,0.223,0.664,3,2,0,11815.12,rent,education,salaried,southeast,1
64,63140.49,6.3,40.0,31237.31,12,14.25,1285.47,0.244,0.56,0,1,1,2694.93,mortgage,medical,salaried,southeast,0
