customer_id,age,annual_income,purchase_frequency_monthly,average_ticket,digital_engagement_score,return_rate_pct,support_tickets_quarter,loyalty_months,discount_sensitivity_score,web_visits_monthly,app_sessions_weekly,tenure_months,segment_label
C0460,43.8,96693.02,5.03,449.6,72.86,3.32,0.7,48.6,42.18,7.64,6.07,44.5,premium_repeaters
C0461,25.7,68781.2,4.13,208.68,57.14,7.69,2.29,31.5,57.95,7.17,3.67,36.0,loyal_midmarket
C0462,27.8,39395.99,3.03,81.87,56.4,6.04,3.19,6.0,94.92,7.08,4.65,8.0,value_seekers
C0463,33.6,100020.36,6.45,257.62,70.36,5.09,0.61,11.1,34.54,6.23,6.33,14.1,high_potential
C0464,56.3,90192.3,7.55,159.52,54.03,5.83,0.0,45.1,52.08,9.56,4.77,40.2,loyal_midmarket
C0465,24.3,68027.39,4.56,200.85,74.76,8.21,1.8,28.1,44.97,9.12,8.87,36.0,loyal_midmarket
C0466,30.0,127451.3,7.99,323.12,83.29,3.48,0.72,50.4,26.85,11.77,8.26,54.8,premium_repeaters
C0467,34.5,109830.52,5.69,435.43,90.37,4.65,0.71,38.4,39.06,16.65,8.15,37.9,premium_repeaters
C0468,30.3,114526.38,3.26,230.73,92.64,4.85,0.87,9.8,56.82,10.77,10.6,11.4,high_potential
C0469,23.5,52393.97,3.47,61.15,63.43,7.09,0.92,3.4,76.83,10.55,5.24,2.9,value_seekers
C0470,33.2,76268.32,5.33,182.28,87.21,4.37,1.43,18.3,67.68,12.21,8.78,24.5,loyal_midmarket
C0471,38.5,80052.15,5.66,218.22,60.41,6.4,0.97,37.5,49.84,9.13,5.55,35.2,loyal_midmarket
C0472,40.7,65518.16,6.13,184.69,61.84,4.77,0.6,57.5,63.53,4.88,2.04,64.1,loyal_midmarket
C0473,41.5,38406.38,2.12,84.08,47.47,10.3,0.89,16.4,82.12,9.55,4.17,16.3,value_seekers
C0474,20.0,57967.64,2.71,108.57,44.28,7.18,2.31,12.2,60.7,8.79,6.67,19.3,value_seekers
C0475,37.9,41842.25,2.21,79.51,45.14,5.48,3.12,27.4,85.83,9.54,4.21,24.3,value_seekers
C0476,36.0,68530.03,6.78,159.5,69.47,2.4,1.85,33.0,64.43,7.5,7.38,34.4,loyal_midmarket
C0477,35.8,61489.92,5.62,180.04,69.21,1.93,1.06,42.0,50.59,9.64,4.85,44.6,loyal_midmarket
C0478,38.9,117345.77,8.99,282.19,75.0,1.7,1.37,40.9,21.2,8.65,4.77,38.1,premium_repeaters
C0479,38.5,98797.97,9.54,299.68,81.73,2.41,1.28,29.7,28.31,12.94,6.6,41.0,premium_repeaters
C0480,52.0,80220.59,8.77,122.96,59.58,4.57,0.95,30.7,42.26,8.11,6.88,27.0,loyal_midmarket
C0481,39.2,71637.78,5.02,132.8,65.7,3.64,1.32,20.0,61.32,12.27,5.36,22.7,loyal_midmarket
C0482,39.4,35467.65,2.95,85.19,43.91,5.92,0.18,10.6,84.88,10.18,5.05,17.4,value_seekers
C0483,34.6,142885.37,8.65,434.04,92.81,4.74,1.25,39.5,27.67,11.82,8.17,44.0,premium_repeaters
C0484,62.0,43737.96,8.27,172.28,72.56,7.62,1.38,48.4,42.82,10.78,8.59,54.8,loyal_midmarket
C0485,54.1,31482.29,3.21,126.11,22.6,9.4,2.23,25.8,69.34,2.33,1.0,25.6,value_seekers
C0486,35.2,58945.78,6.68,141.07,75.4,3.81,0.47,28.7,57.03,12.16,8.37,30.9,loyal_midmarket
C0487,30.4,68278.86,4.95,182.66,72.71,2.37,0.67,26.8,52.13,7.18,4.4,31.6,loyal_midmarket
C0488,52.8,38995.0,3.32,53.63,37.72,7.0,1.49,14.9,76.71,3.77,3.56,18.9,value_seekers
C0489,35.4,73488.18,7.66,158.99,75.67,5.08,2.09,46.9,55.77,10.45,9.23,50.9,loyal_midmarket
C0490,39.3,72941.64,5.71,163.91,55.87,6.0,0.71,45.0,42.36,3.68,7.9,51.6,loyal_midmarket
C0491,43.2,110344.87,7.71,371.43,83.81,3.86,1.4,48.2,42.09,13.77,5.09,58.1,premium_repeaters
C0492,53.8,164999.85,6.64,422.25,78.21,4.88,0.56,49.5,25.97,13.05,4.08,53.3,premium_repeaters
C0493,43.9,116459.69,8.12,352.3,85.69,3.02,0.92,56.2,9.77,10.42,8.26,56.8,premium_repeaters
C0494,46.4,86729.42,7.45,175.27,76.76,6.56,1.15,27.1,48.28,8.87,4.62,28.9,loyal_midmarket
C0495,50.4,132972.97,6.68,358.17,87.92,1.8,0.88,40.0,31.04,13.7,9.44,36.6,premium_repeaters
C0496,49.7,69763.48,6.04,194.65,71.45,6.05,1.54,24.2,62.91,7.22,6.33,26.9,loyal_midmarket
C0497,37.4,74332.87,4.83,167.4,53.91,6.09,1.3,17.5,57.16,6.92,3.78,21.6,loyal_midmarket
C0498,30.3,104124.8,6.69,341.04,79.18,3.25,0.69,37.8,48.06,17.9,7.79,37.6,premium_repeaters
C0499,47.7,55440.23,7.21,148.15,77.09,4.62,0.94,50.1,59.1,10.12,7.86,53.8,loyal_midmarket
C0500,37.1,86510.58,6.36,243.06,76.5,5.38,1.35,35.4,42.74,10.1,7.43,38.3,loyal_midmarket
C0501,34.6,118383.53,8.66,376.47,79.34,1.72,1.8,40.3,27.35,14.42,9.15,40.3,premium_repeaters
C0502,40.0,94665.9,4.68,234.76,74.66,4.5,1.17,14.9,48.52,9.43,7.78,19.3,high_potential
C0503,32.3,74405.33,4.17,188.84,64.35,6.43,0.52,13.1,58.55,7.17,7.02,14.4,high_potential
C0504,31.1,82160.83,7.09,198.81,68.74,4.06,0.71,46.9,60.88,9.22,4.67,49.1,loyal_midmarket
C0505,44.5,74131.82,5.7,146.66,53.21,2.19,0.98,33.1,46.12,8.76,4.58,34.9,loyal_midmarket
C0506,26.8,103831.88,7.67,270.55,82.32,2.28,1.36,37.9,36.5,12.52,9.12,37.2,premium_repeaters
C0507,26.8,91999.31,6.25,244.32,65.1,6.98,0.63,38.2,32.92,6.68,6.52,42.1,loyal_midmarket
C0508,54.7,101596.87,4.25,171.24,69.73,3.25,0.95,18.7,42.94,12.74,4.88,17.8,high_potential
C0509,56.6,72873.33,7.62,219.6,63.8,6.0,1.45,28.6,59.54,10.25,6.74,32.5,loyal_midmarket
C0510,28.5,28851.21,3.96,64.58,37.92,13.4,1.6,9.6,91.22,7.92,3.51,9.8,value_seekers
C0511,36.1,27945.63,4.04,80.09,63.48,6.48,2.64,24.7,75.19,7.35,6.15,28.2,value_seekers
C0512,37.6,84626.2,4.53,211.96,74.64,5.06,0.7,14.1,44.81,11.31,4.24,14.4,high_potential
C0513,25.8,35425.8,3.22,68.6,64.55,8.05,1.94,11.1,81.87,7.35,5.48,12.4,value_seekers
C0514,27.6,41281.0,4.85,231.24,76.3,7.37,2.03,40.7,49.92,11.03,10.43,47.3,loyal_midmarket
C0515,25.7,67618.82,8.57,174.51,81.36,8.05,0.59,29.2,44.7,11.23,7.47,33.8,loyal_midmarket
C0516,20.0,47006.15,1.64,122.17,40.81,9.33,2.3,22.2,81.16,6.23,2.26,24.5,value_seekers
C0517,37.6,73769.89,5.77,133.0,74.71,3.99,0.96,29.4,65.12,9.79,7.44,31.7,loyal_midmarket
C0518,27.4,142287.72,8.47,377.78,82.85,1.71,0.46,39.5,22.19,9.14,7.17,34.1,premium_repeaters
C0519,24.0,41375.16,2.71,91.97,39.79,10.73,1.67,18.2,83.63,3.21,3.47,19.8,value_seekers
C0520,39.8,76823.04,5.22,156.31,74.13,5.72,1.45,12.7,46.18,7.63,5.46,20.8,high_potential
C0521,33.3,130066.94,4.5,134.36,68.76,0.37,1.12,23.7,36.88,6.32,4.4,29.4,high_potential
C0522,40.1,69262.62,5.3,169.71,55.36,5.39,1.11,39.5,55.8,8.89,4.57,35.7,loyal_midmarket
C0523,48.8,40500.62,4.55,72.01,61.21,11.61,2.4,8.1,64.51,7.25,7.21,10.6,value_seekers
C0524,49.3,102491.94,6.86,368.87,69.09,3.36,1.44,44.5,37.98,5.2,4.73,46.6,premium_repeaters
C0525,41.5,48870.01,1.95,81.83,49.06,11.67,1.34,10.1,81.58,9.11,3.34,11.5,value_seekers
C0526,31.7,73441.93,6.73,165.99,76.4,5.27,1.67,35.9,57.39,13.36,7.83,35.4,loyal_midmarket
C0527,34.1,72655.52,5.0,115.05,68.83,6.34,0.94,18.8,15.84,10.76,7.6,22.2,high_potential
C0528,35.3,84846.13,4.62,156.72,72.16,2.78,0.08,10.4,61.09,9.28,4.05,13.3,high_potential
C0529,30.5,134850.04,4.24,309.49,77.56,3.8,0.54,19.9,21.59,13.02,5.35,18.9,premium_repeaters
C0530,20.0,75611.75,6.39,213.62,66.67,6.42,1.1,38.3,40.47,10.39,6.73,41.9,loyal_midmarket
C0531,23.0,108551.21,9.73,314.71,81.37,4.27,1.76,38.2,22.77,12.47,8.03,46.4,premium_repeaters
C0532,24.1,174100.68,7.99,268.37,76.43,2.23,0.7,37.2,23.3,11.52,6.63,45.5,premium_repeaters
C0533,35.8,81091.65,6.77,189.65,74.85,5.24,1.6,41.5,55.46,9.74,7.35,49.7,loyal_midmarket
C0534,50.7,125450.35,6.59,295.57,75.17,2.86,0.17,34.2,30.13,5.54,7.73,38.4,premium_repeaters
C0535,48.9,36976.63,3.95,89.65,42.69,7.74,1.78,22.1,81.84,7.43,1.38,27.8,value_seekers
C0536,39.2,52049.69,3.04,107.89,33.33,5.04,3.38,8.3,91.17,4.67,1.21,8.6,value_seekers
C0537,32.6,71834.95,4.9,166.16,77.25,5.46,0.31,42.5,53.94,10.7,5.39,47.5,loyal_midmarket
C0538,51.3,58630.29,3.48,87.97,40.14,10.95,1.38,4.7,76.57,5.22,5.57,10.1,value_seekers
C0539,36.1,48731.48,3.23,85.85,48.95,5.92,1.8,15.9,68.5,9.05,1.87,16.6,value_seekers
C0540,34.5,82277.41,4.27,248.4,73.61,7.67,1.33,15.1,48.4,7.85,5.54,20.6,high_potential
C0541,37.8,94835.35,6.15,121.92,86.37,4.58,0.06,1.0,30.71,13.61,7.08,1.0,high_potential
C0542,32.6,58703.51,5.7,181.18,70.31,3.58,1.74,27.8,46.17,9.78,5.42,34.1,loyal_midmarket
C0543,36.0,101891.62,7.16,218.39,85.1,6.46,0.7,18.2,33.17,11.35,6.69,17.7,high_potential
C0544,40.6,83693.55,5.39,205.22,57.22,3.61,0.24,19.7,51.03,8.67,4.54,18.6,high_potential
C0545,32.9,31755.97,4.24,110.45,56.39,6.48,2.74,11.0,87.23,3.21,4.7,12.1,value_seekers
C0546,52.8,73093.08,5.71,241.47,56.38,3.99,0.66,28.4,63.28,6.61,3.51,27.6,loyal_midmarket
C0547,34.8,87675.42,7.55,176.29,54.04,2.65,1.3,39.5,35.4,7.28,7.0,48.0,loyal_midmarket
C0548,48.8,47841.42,2.42,82.68,43.46,5.62,1.02,23.0,74.18,6.16,4.74,23.3,value_seekers
C0549,25.0,107225.94,8.35,227.45,81.52,0.29,0.79,52.3,32.98,10.27,7.67,49.6,premium_repeaters
C0550,39.3,47616.8,6.18,190.9,65.17,5.95,1.33,28.6,36.57,8.15,6.6,26.8,loyal_midmarket
C0551,35.6,89008.0,6.15,199.39,53.56,5.44,1.16,46.3,49.14,7.47,3.32,52.5,loyal_midmarket
C0552,26.8,64964.7,2.42,88.38,49.16,8.67,1.65,12.9,80.12,6.58,5.3,23.5,value_seekers
C0553,32.2,38988.12,3.15,78.61,26.4,7.6,1.47,21.0,72.43,6.66,1.18,19.4,value_seekers
C0554,39.1,96434.5,5.87,204.16,61.61,2.62,1.43,9.2,49.92,9.74,4.29,12.7,high_potential
C0555,38.2,33220.25,4.21,74.27,12.0,9.62,0.97,16.8,93.14,2.02,3.31,22.8,value_seekers
C0556,40.8,32441.04,3.49,106.83,42.72,10.88,1.45,26.4,98.98,8.49,2.22,30.6,value_seekers
C0557,47.2,56256.0,7.71,189.59,65.73,5.02,0.0,32.1,47.22,10.54,6.53,38.1,loyal_midmarket
C0558,39.7,54031.84,6.91,202.03,80.45,8.81,0.18,30.1,47.32,11.02,8.75,32.2,loyal_midmarket
C0559,46.7,98174.54,5.94,283.67,75.12,1.9,0.88,40.0,21.71,12.86,6.56,41.8,premium_repeaters
C0560,32.2,71709.66,5.52,179.75,75.12,4.26,1.51,25.9,60.83,10.85,8.96,31.3,loyal_midmarket
C0561,34.1,31613.39,2.02,74.59,28.38,4.54,2.3,14.0,78.16,7.36,1.55,13.6,value_seekers
C0562,30.6,30100.79,4.3,84.61,69.47,6.68,2.48,20.5,77.83,11.07,4.34,25.5,value_seekers
C0563,31.3,71073.47,2.01,233.82,71.64,4.54,0.15,10.3,41.22,11.4,9.69,12.8,high_potential
C0564,20.0,117639.69,9.17,294.35,64.6,3.04,0.1,42.2,21.76,8.15,3.58,51.1,premium_repeaters
C0565,37.1,134167.09,6.41,399.96,72.13,2.8,1.07,49.1,34.15,11.8,6.84,53.2,premium_repeaters
C0566,37.8,115432.15,5.33,372.95,78.34,2.96,1.54,24.9,41.15,10.4,4.79,28.1,premium_repeaters
C0567,52.3,115487.02,8.0,377.19,76.42,0.65,0.13,66.6,19.26,10.55,7.82,64.9,premium_repeaters
C0568,55.3,34618.25,5.09,91.89,50.53,7.33,2.33,23.5,80.95,8.75,5.28,23.0,value_seekers
C0569,37.1,59177.02,6.46,180.26,59.47,5.64,1.29,33.3,53.38,8.78,4.5,33.8,loyal_midmarket
C0570,41.3,103881.71,4.51,159.53,62.94,8.67,0.41,38.3,56.24,11.42,5.09,45.2,loyal_midmarket
C0571,39.5,74328.21,3.96,183.47,60.06,4.66,0.19,38.0,38.73,6.88,7.08,35.1,loyal_midmarket
C0572,28.7,96818.77,6.06,272.39,67.04,7.2,0.27,23.2,41.07,11.47,7.38,27.7,high_potential
C0573,36.7,74578.32,6.36,198.44,71.04,5.97,1.32,42.4,39.36,10.7,8.76,38.9,loyal_midmarket
C0574,49.0,109466.47,7.69,381.61,61.46,2.82,1.08,7.2,20.19,9.53,6.82,13.2,premium_repeaters
C0575,33.9,91226.56,5.41,197.37,75.04,3.79,1.63,28.7,59.8,13.27,7.58,26.8,high_potential
C0576,24.2,75943.01,5.44,194.9,57.15,6.14,2.03,50.3,60.38,12.44,3.98,53.1,loyal_midmarket
C0577,36.0,87112.28,6.35,234.69,96.32,3.63,0.51,26.6,34.04,15.83,9.62,28.3,high_potential
C0578,35.9,126227.17,6.9,406.83,100.0,4.4,0.95,26.4,22.9,15.71,12.51,26.3,premium_repeaters
C0579,20.0,106707.5,4.63,161.67,86.04,4.72,0.14,23.0,56.26,12.07,8.85,21.7,high_potential
C0580,40.5,65811.04,5.2,205.45,63.32,5.98,0.53,20.5,60.8,7.98,4.64,26.2,loyal_midmarket
C0581,25.0,88328.63,4.37,223.8,81.21,6.55,0.79,25.8,52.11,12.89,8.29,24.0,loyal_midmarket
C0582,25.1,59405.1,7.01,195.9,83.1,6.02,1.84,38.8,62.82,11.79,7.21,40.3,loyal_midmarket
C0583,36.1,45994.98,4.13,99.81,42.88,6.16,2.68,16.1,73.85,6.2,3.62,11.1,value_seekers
C0584,24.4,65106.4,8.1,139.53,75.06,8.94,1.85,33.7,43.79,9.35,5.82,34.0,loyal_midmarket
C0585,40.3,83105.3,4.69,229.41,62.86,3.71,0.92,16.6,64.36,9.82,6.48,12.2,high_potential
C0586,43.6,115747.7,5.68,436.69,69.44,4.36,1.0,49.2,41.65,12.13,5.43,49.0,premium_repeaters
C0587,50.8,43472.02,2.21,64.17,45.62,8.92,0.44,17.0,75.44,4.27,4.25,17.6,value_seekers
C0588,27.0,61005.18,7.72,180.02,66.48,6.07,0.6,21.1,57.68,11.17,6.78,18.7,loyal_midmarket
C0589,31.3,30715.53,2.88,67.41,66.32,10.27,1.46,17.5,71.15,10.38,5.89,19.9,value_seekers
C0590,26.2,44232.12,3.58,85.91,41.45,6.93,1.99,16.5,83.59,6.72,5.83,14.5,value_seekers
C0591,32.7,90286.23,4.35,218.97,63.77,6.89,1.09,13.3,44.33,8.71,6.01,20.6,high_potential
C0592,38.4,78884.72,5.31,186.78,70.74,2.2,1.35,33.5,55.17,12.78,4.78,36.6,loyal_midmarket
C0593,28.1,67894.17,7.0,196.83,72.59,9.96,1.57,45.3,51.24,11.79,7.17,46.1,loyal_midmarket
C0594,31.5,125258.52,7.18,319.44,76.56,4.44,1.32,29.9,34.1,10.55,9.15,33.8,premium_repeaters
C0595,49.1,38237.33,3.68,105.16,34.51,7.82,1.59,10.9,78.48,6.06,3.58,10.5,value_seekers
C0596,47.3,29427.18,4.02,54.66,52.54,6.73,1.81,6.2,82.98,6.29,5.41,5.0,value_seekers
C0597,32.3,126633.13,3.85,450.85,82.23,4.41,0.83,19.7,33.4,11.31,7.81,23.9,premium_repeaters
C0598,49.7,104050.07,8.8,274.64,95.96,6.41,1.72,57.3,27.32,10.6,10.83,58.9,premium_repeaters
C0599,29.6,104932.37,4.77,160.99,68.72,1.89,1.47,6.8,48.87,10.29,5.78,3.1,high_potential
C0600,29.8,133087.4,5.6,298.35,58.9,0.66,1.8,67.0,28.74,10.16,4.63,67.8,premium_repeaters
C0601,39.3,74851.61,6.18,160.09,62.74,5.53,0.61,38.5,49.76,8.63,6.99,46.1,loyal_midmarket
C0602,35.9,85743.41,6.79,341.52,93.39,0.95,0.85,59.5,21.72,13.71,10.68,62.8,premium_repeaters
C0603,31.3,94727.11,6.26,195.6,67.34,4.44,0.42,21.4,42.14,7.33,7.2,25.4,high_potential
C0604,48.1,109389.93,9.24,318.4,83.06,3.73,1.27,43.3,14.69,13.44,8.52,45.0,premium_repeaters
C0605,40.9,76400.55,3.79,236.21,71.27,6.3,0.91,25.2,50.23,10.65,8.15,25.7,high_potential
C0606,31.0,117024.12,8.3,342.55,79.0,5.74,1.5,43.0,29.72,11.9,8.37,44.3,premium_repeaters
C0607,45.1,99238.31,3.58,249.08,73.2,3.22,1.67,28.2,48.64,13.25,7.67,33.3,high_potential
C0608,45.4,30050.81,5.51,116.64,38.89,5.43,2.2,12.3,84.64,3.32,4.08,12.1,value_seekers
C0609,38.2,108399.02,7.72,266.12,75.98,4.43,1.2,32.5,18.65,11.66,6.19,36.8,premium_repeaters
C0610,35.7,75573.89,8.0,187.18,51.67,5.37,2.43,21.1,54.27,7.77,6.29,23.5,loyal_midmarket
C0611,42.6,73017.4,7.73,175.88,64.5,3.8,0.11,36.8,72.49,8.39,5.52,41.5,loyal_midmarket
C0612,26.7,135723.55,10.51,421.84,84.44,3.55,1.0,33.0,16.41,11.48,5.62,35.2,premium_repeaters
C0613,20.0,87440.15,4.45,163.09,70.67,4.29,0.69,24.5,26.97,10.29,6.99,26.5,high_potential
C0614,36.1,79915.4,3.79,209.71,70.03,7.28,0.84,17.6,70.75,11.3,7.39,21.9,high_potential
C0615,46.6,75473.85,6.43,183.51,62.24,5.59,2.42,46.1,56.74,8.37,6.99,44.6,loyal_midmarket
C0616,34.9,144769.01,6.34,313.4,95.45,3.63,1.81,44.5,29.97,16.35,7.23,50.3,premium_repeaters
C0617,25.9,111655.89,8.87,332.87,74.05,4.81,1.45,36.6,29.7,10.83,6.78,35.0,premium_repeaters
C0618,20.0,60397.49,5.34,142.72,72.55,1.46,0.59,15.4,57.77,13.64,8.94,17.5,loyal_midmarket
C0619,45.1,25746.83,3.8,65.28,30.68,7.72,2.78,17.6,76.28,2.88,1.64,10.6,value_seekers
C0620,42.0,42704.89,3.3,86.46,42.9,8.06,2.23,14.9,79.73,5.02,3.82,20.2,value_seekers
C0621,33.0,138914.32,5.85,439.26,67.29,3.05,0.42,68.3,23.97,9.8,5.66,68.8,premium_repeaters
C0622,27.0,70405.36,1.96,182.0,68.18,6.87,1.99,32.1,61.35,8.59,4.54,37.2,loyal_midmarket
C0623,40.2,85216.17,6.34,217.24,87.47,3.6,1.52,13.4,48.25,13.0,6.92,18.1,high_potential
C0624,33.4,82563.68,8.28,159.57,49.65,5.9,1.0,32.7,59.01,6.89,6.57,33.6,loyal_midmarket
C0625,34.3,88451.04,3.44,162.16,75.25,2.99,0.22,22.4,52.84,11.13,7.68,25.6,high_potential
C0626,53.1,79257.0,3.07,171.58,73.18,4.26,1.22,41.5,54.73,10.22,6.38,48.0,loyal_midmarket
C0627,60.8,66694.17,7.01,265.57,79.77,3.7,1.25,58.8,27.79,8.78,6.46,61.7,premium_repeaters
C0628,49.7,38645.28,4.09,66.32,41.42,7.6,1.44,18.9,87.13,8.32,1.86,19.5,value_seekers
C0629,33.2,55339.39,4.74,180.32,80.02,3.92,0.91,31.8,59.16,8.74,6.47,31.7,loyal_midmarket
C0630,23.0,105661.93,4.9,180.41,85.13,3.86,1.71,27.8,46.56,12.94,7.29,39.0,high_potential
C0631,40.8,102341.92,5.57,262.44,68.04,5.31,0.41,22.7,45.77,9.22,4.97,24.1,high_potential
C0632,30.2,99856.45,6.44,187.73,78.98,5.49,1.0,7.3,32.98,14.1,7.69,1.0,high_potential
C0633,38.6,41730.35,1.31,44.4,44.97,12.93,1.24,19.2,78.16,5.73,3.12,26.0,value_seekers
C0634,32.9,89016.85,6.25,218.19,61.15,7.53,1.36,38.3,55.18,7.85,6.9,40.3,loyal_midmarket
C0635,37.4,40172.49,2.0,48.01,24.28,9.54,0.88,15.8,83.09,3.79,1.0,19.6,value_seekers
C0636,48.1,39087.37,3.93,131.01,65.24,4.59,1.52,4.6,94.16,9.65,7.86,8.0,value_seekers
C0637,49.3,139803.85,9.24,365.12,75.21,4.5,1.31,39.7,25.19,9.24,6.47,48.4,premium_repeaters
C0638,37.1,124316.8,8.23,311.27,93.07,4.05,1.17,63.1,24.41,12.95,6.38,60.1,premium_repeaters
C0639,20.2,131461.29,8.13,324.76,77.2,4.49,0.33,44.5,33.6,7.68,6.85,49.2,premium_repeaters
C0640,20.0,70549.13,6.37,163.72,59.15,5.01,0.79,7.5,51.26,7.3,6.5,5.3,high_potential
C0641,26.1,141318.43,9.15,331.57,58.58,4.01,1.64,56.8,31.7,12.24,3.34,56.7,premium_repeaters
C0642,58.5,70782.38,5.84,192.75,63.36,7.24,1.23,15.3,34.54,11.85,7.01,17.2,high_potential
C0643,40.6,37311.89,2.99,126.16,62.55,3.31,2.24,13.3,73.73,8.0,4.57,9.9,value_seekers
C0644,55.6,37501.88,3.43,64.61,63.88,9.23,3.24,13.0,77.61,8.77,6.82,12.7,value_seekers
C0645,59.1,95720.94,8.57,372.08,88.15,4.66,1.55,40.7,21.1,9.74,8.81,36.6,premium_repeaters
C0646,25.2,112374.79,5.01,249.97,56.04,4.0,0.06,23.5,30.53,10.13,4.87,27.5,high_potential
C0647,26.3,47131.55,4.04,84.61,31.86,9.41,2.29,19.4,84.5,4.55,2.22,24.1,value_seekers
C0648,21.6,68464.37,5.37,211.11,53.82,3.21,1.0,50.1,63.49,10.39,3.25,57.5,loyal_midmarket
C0649,33.8,72613.75,7.39,401.73,90.73,2.37,1.78,15.3,25.06,15.56,9.58,21.9,premium_repeaters
C0650,35.9,29845.05,4.36,102.73,24.95,2.83,2.63,12.9,71.72,3.4,1.0,16.4,value_seekers
C0651,37.3,94626.68,7.41,168.26,65.05,5.65,0.52,37.2,42.02,7.06,8.22,34.6,loyal_midmarket
C0652,41.7,88888.39,5.03,129.54,68.63,5.54,1.1,2.9,48.07,8.49,3.1,10.1,high_potential
C0653,21.6,100058.13,5.85,380.52,56.27,2.92,1.61,42.1,35.17,10.91,5.26,37.7,premium_repeaters
C0654,20.0,42929.47,2.38,92.52,31.25,10.97,3.98,16.9,76.92,7.57,1.4,12.2,value_seekers
C0655,42.1,82437.48,5.52,269.29,72.2,4.15,1.04,13.6,40.26,14.58,7.18,16.3,high_potential
C0656,52.3,85813.75,4.91,198.38,60.77,5.71,1.61,34.5,75.67,10.21,7.99,41.2,loyal_midmarket
C0657,39.0,66445.46,6.31,170.35,68.92,5.7,1.62,9.9,40.87,11.55,11.08,11.2,high_potential
C0658,57.8,77031.85,5.32,134.62,64.75,3.31,1.48,38.5,49.83,9.01,6.78,37.6,loyal_midmarket
C0659,21.3,134056.99,9.42,363.57,86.41,2.64,1.36,52.9,40.1,13.99,4.14,51.2,premium_repeaters
C0660,30.6,77904.07,7.47,159.83,63.7,3.07,0.89,29.1,47.85,8.53,8.41,30.0,loyal_midmarket
C0661,48.8,38452.33,3.84,75.58,37.92,3.74,0.54,6.8,83.47,4.32,1.53,1.6,value_seekers
C0662,29.7,84035.84,5.98,192.12,73.57,7.13,1.23,12.7,47.59,11.54,4.77,16.4,high_potential
C0663,24.8,43576.34,3.38,103.62,54.98,9.19,1.56,19.6,75.02,7.71,3.85,8.8,value_seekers
C0664,44.0,45579.79,1.53,73.82,50.64,5.43,2.13,10.7,81.74,7.42,3.46,16.5,value_seekers
C0665,43.2,66503.53,6.96,144.26,66.22,4.31,1.14,23.9,37.33,5.88,6.54,29.8,loyal_midmarket
C0666,27.2,137497.29,8.39,317.08,70.45,3.61,1.02,43.1,26.56,11.01,6.69,46.8,premium_repeaters
C0667,54.6,89664.9,6.65,185.02,85.53,3.63,1.55,26.6,43.07,10.46,7.25,30.5,high_potential
C0668,37.4,104991.43,5.82,167.68,72.75,5.13,0.75,34.5,48.34,9.66,8.02,41.3,high_potential
C0669,35.3,51987.21,5.66,216.72,83.7,3.61,0.67,39.7,48.39,10.87,4.86,45.2,loyal_midmarket
C0670,40.6,56386.99,6.21,114.78,65.03,2.49,2.18,55.7,44.48,8.67,8.44,53.8,loyal_midmarket
C0671,46.6,37799.8,3.21,66.44,58.75,0.0,1.45,13.7,76.71,5.57,8.27,20.5,value_seekers
C0672,35.7,54920.89,7.75,185.24,62.96,4.26,1.18,36.1,45.72,6.56,4.58,35.0,loyal_midmarket
C0673,46.2,70750.38,4.34,227.3,75.09,7.96,0.0,21.3,46.06,10.4,7.07,26.2,high_potential
C0674,51.0,104606.75,8.42,236.66,84.21,3.47,0.66,39.2,26.73,14.47,6.86,54.1,premium_repeaters
C0675,43.7,129336.07,8.51,289.12,67.91,3.42,1.3,22.7,22.23,12.53,4.2,24.8,premium_repeaters
C0676,29.6,100225.98,4.35,108.98,67.41,2.96,1.18,33.3,52.24,9.0,7.67,37.0,loyal_midmarket
C0677,52.1,85294.42,3.74,142.49,72.45,2.77,0.33,21.7,28.22,10.26,5.14,24.3,high_potential
C0678,38.0,81172.47,6.2,155.99,70.0,1.97,0.22,22.8,57.15,8.16,7.17,29.0,loyal_midmarket
C0679,33.9,40975.17,2.56,99.63,44.21,6.43,1.83,13.2,80.77,6.46,2.9,10.0,value_seekers
C0680,46.0,59756.05,5.91,205.69,69.86,4.04,0.86,40.4,32.43,7.15,5.63,34.9,loyal_midmarket
C0681,39.5,61531.12,5.18,107.66,49.28,3.34,1.93,10.7,75.47,8.78,1.77,10.8,value_seekers
C0682,33.3,42675.1,2.62,79.76,48.66,5.21,1.93,12.7,76.72,5.42,4.43,14.1,value_seekers
C0683,34.8,39496.41,2.89,129.75,49.98,7.04,1.92,7.8,78.51,7.92,3.84,4.9,value_seekers
C0684,31.2,67734.4,5.52,283.57,61.37,1.28,0.24,41.6,66.03,10.25,5.31,48.7,loyal_midmarket
C0685,46.7,113311.97,7.77,388.26,81.18,2.62,0.81,65.8,30.01,12.14,7.53,69.9,premium_repeaters
C0686,22.6,82768.69,7.06,189.24,61.06,5.69,1.16,30.9,78.11,7.0,5.73,36.8,loyal_midmarket
C0687,24.7,102823.05,5.05,154.66,67.82,3.48,1.73,28.7,59.89,9.23,3.97,23.4,loyal_midmarket
C0688,36.0,110774.03,3.12,168.49,77.72,3.86,0.24,32.3,35.98,12.52,7.71,33.4,high_potential
C0689,26.4,103117.58,7.01,327.52,83.99,1.98,1.91,32.9,27.93,10.25,6.28,29.7,premium_repeaters
